matchId,timestamp,timeAgo,club_id,player_id,player_name,position,rating,goals,assists,shots,passes_made,pass_attempts,tackles_made,tackle_attempts,saves,seconds_played,score,passes,tackles,redcards
421848400880415,2026-02-15 23:01:07,"{'number': 15, 'unit': 'hours'}",3439844,1004591931622,PengiunPickaxe,midfielder,6.0,0,0,0,,9,,5,0,5588,4,0.0,0.0,1.0
421848400880415,2026-02-15 23:01:07,"{'number': 15, 'unit': 'hours'}",3439844,1005318586134,SnakePro676,forward,10.0,3,1,4,,15,,4,0,5588,4,0.0,0.0,0.0
421848400880415,2026-02-15 23:01:07,"{'number': 15, 'unit': 'hours'}",3439844,1008053540832,MadMaverick7378,forward,6.3,0,0,0,,0,,0,0,321,4,0.0,0.0,0.0
421692776360246,2026-02-15 22:39:34,"{'number': 15, 'unit': 'hours'}",3439844,1837204534,rustybigmore,midfielder,3.0,0,0,1,,8,,10,0,3335,2,0.0,0.0,0.0
421692776360246,2026-02-15 22:39:34,"{'number': 15, 'unit': 'hours'}",3439844,1004591931622,PengiunPickaxe,midfielder,6.6,0,0,0,,21,,19,0,5545,2,0.0,0.0,0.0
421692776360246,2026-02-15 22:39:34,"{'number': 15, 'unit': 'hours'}",3439844,1005318586134,SnakePro676,forward,7.4,1,0,3,,12,,4,0,5545,2,0.0,0.0,0.0
421692776360246,2026-02-15 22:39:34,"{'number': 15, 'unit': 'hours'}",3439844,1008053540832,MadMaverick7378,forward,6.6,0,0,4,,23,,5,0,5545,2,0.0,0.0,0.0
421692776360246,2026-02-15 22:39:34,"{'number': 15, 'unit': 'hours'}",3815677,1003712788265,Mikee_s90,midfielder,8.2,1,2,3,,19,,2,0,5545,3,0.0,0.0,0.0
421692776360246,2026-02-15 22:39:34,"{'number': 15, 'unit': 'hours'}",3815677,1005210898066,IsaIahST,goalkeeper,7.6,0,0,0,,10,,1,5,5545,3,0.0,0.0,0.0
421692776360246,2026-02-15 22:39:34,"{'number': 15, 'unit': 'hours'}",3815677,1005882861963,AE105969,forward,8.4,2,1,5,,20,,13,0,5545,3,0.0,0.0,1.0
421702598030499,2026-02-15 22:21:45,"{'number': 15, 'unit': 'hours'}",3439844,1837204534,rustybigmore,midfielder,3.0,1,0,1,,3,,3,0,2524,2,0.0,0.0,0.0
421702598030499,2026-02-15 22:21:45,"{'number': 15, 'unit': 'hours'}",3439844,1004591931622,PengiunPickaxe,midfielder,7.4,0,0,0,,12,,8,0,2954,2,0.0,0.0,0.0
421702598030499,2026-02-15 22:21:45,"{'number': 15, 'unit': 'hours'}",3439844,1004670677513,TheLamaCharlie,forward,8.4,0,2,0,,10,,2,0,2954,2,0.0,0.0,0.0
421702598030499,2026-02-15 22:21:45,"{'number': 15, 'unit': 'hours'}",3439844,1005318586134,SnakePro676,forward,7.1,1,0,3,,5,,1,0,2954,2,0.0,0.0,0.0
421702598030499,2026-02-15 22:21:45,"{'number': 15, 'unit': 'hours'}",2565554,1988440466,XSET_fwoggy,midfielder,6.5,0,0,0,,0,,0,0,2264,1,0.0,0.0,0.0
421702598030499,2026-02-15 22:21:45,"{'number': 15, 'unit': 'hours'}",2565554,1004831488063,zenify11,forward,7.3,0,0,0,,0,,0,0,2954,1,0.0,0.0,0.0
421702598030499,2026-02-15 22:21:45,"{'number': 15, 'unit': 'hours'}",2565554,1006036983621,Leviwynne,midfielder,8.3,1,0,8,,14,,3,0,2954,1,0.0,0.0,0.0
421550962590390,2026-02-15 22:08:14,"{'number': 15, 'unit': 'hours'}",2636638,180687600,Gold_calcorri,forward,7.0,0,0,0,,0,,0,0,4911,4,0.0,0.0,0.0
421550962590390,2026-02-15 22:08:14,"{'number': 15, 'unit': 'hours'}",2636638,1598549817,Dark_EzClap,forward,5.6,0,1,0,,5,,6,0,4912,4,0.0,0.0,1.0
421550962590390,2026-02-15 22:08:14,"{'number': 15, 'unit': 'hours'}",3439844,1004591931622,PengiunPickaxe,midfielder,3.0,0,0,0,,15,,11,0,3182,10,0.0,0.0,0.0
421550962590390,2026-02-15 22:08:14,"{'number': 15, 'unit': 'hours'}",3439844,1004670677513,TheLamaCharlie,midfielder,10.0,3,3,6,,26,,6,0,4911,10,0.0,0.0,0.0
421550962590390,2026-02-15 22:08:14,"{'number': 15, 'unit': 'hours'}",3439844,1005318586134,SnakePro676,forward,10.0,5,2,8,,15,,4,0,4911,10,0.0,0.0,0.0
421646464570313,2026-02-15 21:49:14,"{'number': 16, 'unit': 'hours'}",4019932,928735927,ItzWulfyy,defender,8.0,0,0,0,,3,,2,0,1735,4,0.0,0.0,0.0
421646464570313,2026-02-15 21:49:14,"{'number': 16, 'unit': 'hours'}",4019932,1858835496,M3llichap,midfielder,6.9,0,1,2,,2,,0,0,1735,4,0.0,0.0,0.0
421646464570313,2026-02-15 21:49:14,"{'number': 16, 'unit': 'hours'}",4019932,1945419377,Joshwa14LFC,midfielder,3.0,0,0,0,,3,,0,0,937,4,0.0,0.0,0.0
421646464570313,2026-02-15 21:49:14,"{'number': 16, 'unit': 'hours'}",4019932,1975862926,lowkeymh,defender,7.6,0,0,0,,3,,1,0,1735,4,0.0,0.0,0.0
421646464570313,2026-02-15 21:49:14,"{'number': 16, 'unit': 'hours'}",4019932,2010469308,Wfa55a2020,midfielder,10.0,1,2,1,,10,,1,0,1735,4,0.0,0.0,0.0
421646464570313,2026-02-15 21:49:14,"{'number': 16, 'unit': 'hours'}",4019932,1004965815360,Pro kid 99257,goalkeeper,7.5,0,0,0,,2,,0,1,1735,4,0.0,0.0,0.0
421646464570313,2026-02-15 21:49:14,"{'number': 16, 'unit': 'hours'}",4019932,1005390481306,SVG-JOKER2002,forward,10.0,2,1,2,,8,,1,0,1735,4,0.0,0.0,0.0
421646464570313,2026-02-15 21:49:14,"{'number': 16, 'unit': 'hours'}",4019932,1005686303117,Bigshot_CEO,midfielder,7.2,0,0,0,,5,,4,0,1735,4,0.0,0.0,0.0
421646464570313,2026-02-15 21:49:14,"{'number': 16, 'unit': 'hours'}",4019932,1009225923516,xLvkey,midfielder,7.8,1,0,1,,6,,0,0,1735,4,0.0,0.0,0.0
421646464570313,2026-02-15 21:49:14,"{'number': 16, 'unit': 'hours'}",3439844,1004670677513,TheLamaCharlie,midfielder,7.3,0,0,0,,13,,4,0,1735,0,0.0,0.0,0.0
421646464570313,2026-02-15 21:49:14,"{'number': 16, 'unit': 'hours'}",3439844,1005318586134,SnakePro676,forward,6.0,0,0,0,,0,,0,0,1734,0,0.0,0.0,0.0
421018489710329,2026-02-15 18:44:08,"{'number': 19, 'unit': 'hours'}",3439844,1837204534,rustybigmore,midfielder,3.0,0,0,0,,0,,0,0,0,1,0.0,0.0,0.0
421018489710329,2026-02-15 18:44:08,"{'number': 19, 'unit': 'hours'}",3439844,1004591931622,PengiunPickaxe,midfielder,6.3,0,0,0,,0,,0,0,2763,1,0.0,0.0,0.0
421018489710329,2026-02-15 18:44:08,"{'number': 19, 'unit': 'hours'}",3439844,1005318586134,SnakePro676,forward,3.0,0,1,0,,14,,4,0,0,1,0.0,0.0,0.0
421018489710329,2026-02-15 18:44:08,"{'number': 19, 'unit': 'hours'}",3439844,1008053540832,MadMaverick7378,forward,7.0,0,0,0,,0,,0,0,3387,1,0.0,0.0,0.0
421018489710329,2026-02-15 18:44:08,"{'number': 19, 'unit': 'hours'}",3993163,1005245657727,xd_Jxllo,forward,9.9,1,3,1,,15,,2,0,3433,6,0.0,0.0,0.0
421018489710329,2026-02-15 18:44:08,"{'number': 19, 'unit': 'hours'}",3993163,1005574351698,Tr1ppledby011ie,midfielder,8.6,0,1,0,,18,,2,0,3432,6,0.0,0.0,0.0
421018489710329,2026-02-15 18:44:08,"{'number': 19, 'unit': 'hours'}",3993163,1006725613001,GabeIsHuge,midfielder,10.0,4,1,5,,8,,5,0,3433,6,0.0,0.0,0.0
420978416900440,2026-02-15 18:28:10,"{'number': 19, 'unit': 'hours'}",2863486,377446620,faze_boris_j,forward,8.3,1,2,5,,23,,6,0,5540,4,0.0,0.0,1.0
420978416900440,2026-02-15 18:28:10,"{'number': 19, 'unit': 'hours'}",2863486,1743239591,Buckle_07,forward,7.9,2,0,3,,16,,12,0,5540,4,0.0,0.0,0.0
420978416900440,2026-02-15 18:28:10,"{'number': 19, 'unit': 'hours'}",3439844,1837204534,rustybigmore,midfielder,8.4,0,2,2,,22,,10,0,5540,3,0.0,0.0,0.0
420978416900440,2026-02-15 18:28:10,"{'number': 19, 'unit': 'hours'}",3439844,1004591931622,PengiunPickaxe,midfielder,6.8,0,0,0,,19,,10,0,5540,3,0.0,0.0,1.0
420978416900440,2026-02-15 18:28:10,"{'number': 19, 'unit': 'hours'}",3439844,1005318586134,SnakePro676,forward,8.0,2,0,5,,16,,8,0,5540,3,0.0,0.0,0.0
420978416900440,2026-02-15 18:28:10,"{'number': 19, 'unit': 'hours'}",3439844,1008053540832,MadMaverick7378,forward,6.4,0,1,3,,16,,9,0,5540,3,0.0,0.0,0.0
